timestamp,pm25,temperature,humidity
2025-06-10 00:06:55,35.4,22.06,59.25
2025-06-10 00:07:00,35.49,22.02,61.01
2025-06-10 00:07:05,44.38,21.87,58.64
2025-06-10 00:07:10,39.75,22.16,60.03
2025-06-10 00:07:15,39.44,22.3,59.03
2025-06-10 00:07:20,39.09,22.32,61.21
2025-06-10 00:07:25,40.5,22.16,57.13
2025-06-10 00:07:30,36.0,21.95,56.09
2025-06-10 00:07:35,43.01,22.1,57.43
2025-06-10 00:07:40,41.85,22.06,64.31
2025-06-10 00:07:45,38.48,21.74,62.17
2025-06-10 00:07:50,41.88,21.65,56.68
2025-06-10 00:07:55,37.33,21.83,61.25
2025-06-10 00:08:00,38.18,21.84,60.56
2025-06-10 00:08:05,43.43,22.19,64.0
2025-06-10 00:08:10,44.35,22.15,58.47
2025-06-10 00:08:15,42.6,21.93,62.15
2025-06-10 00:08:20,41.05,21.88,62.29
2025-06-10 00:08:25,41.61,22.26,58.85
2025-06-10 00:08:30,40.3,22.38,60.59
2025-06-10 00:08:35,43.6,22.3,59.61
2025-06-10 00:08:40,41.54,22.2,64.24
2025-06-10 00:08:45,37.14,22.06,60.98
2025-06-10 00:08:50,39.05,21.54,63.94
2025-06-10 00:08:55,44.82,21.87,60.76
2025-06-10 00:09:00,39.04,21.92,62.51
2025-06-10 00:09:05,38.76,22.22,55.29
2025-06-10 00:09:10,44.33,21.64,55.09
2025-06-10 00:09:15,39.16,22.15,59.56
2025-06-10 00:09:20,37.97,22.07,55.4
2025-06-10 00:09:25,35.39,22.31,61.63
2025-06-10 00:09:30,43.6,21.8,60.77
2025-06-10 00:09:35,42.0,22.23,60.59
2025-06-10 00:09:40,39.59,21.7,63.5
2025-06-10 00:09:45,44.35,21.76,62.89
2025-06-10 00:09:50,39.29,21.66,63.2
2025-06-10 00:09:55,40.63,21.88,64.75
2025-06-10 00:10:00,38.91,22.22,55.23
2025-06-10 00:10:05,44.68,21.76,62.3
2025-06-10 00:10:10,35.31,21.62,59.6
2025-06-10 00:10:15,44.16,21.88,63.37
2025-06-10 00:10:20,37.2,21.99,61.78
2025-06-10 00:10:25,43.69,21.73,55.29
2025-06-10 00:10:30,35.22,22.22,62.26
2025-06-10 00:10:35,39.29,22.3,60.45
2025-06-10 00:10:40,37.04,21.71,56.79
2025-06-10 00:10:45,42.98,21.9,62.76
2025-06-10 00:10:50,38.86,21.85,62.16
2025-06-10 00:10:55,43.28,22.16,55.69
2025-06-10 00:11:00,42.75,21.92,55.05
2025-06-10 00:11:05,41.7,22.3,63.54
2025-06-10 00:11:10,44.5,22.11,57.76
2025-06-10 00:11:15,42.1,22.44,58.81
2025-06-10 00:11:20,41.84,22.31,57.71
2025-06-10 00:11:25,44.18,22.12,62.56
2025-06-10 00:11:30,42.6,22.1,64.85
2025-06-10 00:11:35,39.84,21.96,61.95
2025-06-10 00:11:40,40.4,21.89,62.81
2025-06-10 00:11:45,42.48,21.87,55.63
2025-06-10 00:11:50,36.59,22.06,61.18
2025-06-10 00:11:55,43.08,22.07,64.28
2025-06-10 00:12:00,44.4,21.77,57.58
2025-06-10 00:12:05,43.22,21.95,63.67
2025-06-10 00:12:10,35.72,21.56,61.74
2025-06-10 00:12:15,41.4,21.9,56.88
2025-06-10 00:12:20,36.14,21.8,64.21
2025-06-10 00:12:25,41.5,22.32,55.12
2025-06-10 00:12:30,39.7,21.77,58.96
2025-06-10 00:12:35,44.64,22.36,63.3
2025-06-10 00:12:40,38.52,21.93,64.74
2025-06-10 00:12:45,44.54,21.67,64.66
2025-06-10 00:12:50,42.07,22.09,61.21
2025-06-10 00:12:55,44.02,22.34,57.12
2025-06-10 00:13:00,39.85,21.8,56.98
2025-06-10 00:13:05,40.86,22.23,59.43
2025-06-10 00:13:10,38.82,21.86,58.18
2025-06-10 00:13:15,43.24,22.35,61.45
2025-06-10 00:13:20,40.31,21.86,63.54
2025-06-10 00:13:25,36.12,22.09,58.05
2025-06-10 00:13:30,38.66,22.12,61.11
2025-06-10 00:13:35,39.64,21.89,58.06
2025-06-10 00:13:40,35.68,22.02,57.77
2025-06-10 00:13:45,36.08,22.14,58.32
2025-06-10 00:13:50,44.51,22.13,57.11
2025-06-10 00:13:55,36.24,22.44,57.9
2025-06-10 00:14:00,43.71,22.11,58.18
2025-06-10 00:14:05,36.96,22.14,57.39
2025-06-10 00:14:10,38.32,22.45,58.77
2025-06-10 00:14:15,40.37,21.61,59.91
2025-06-10 00:14:20,41.98,21.99,56.31
2025-06-10 00:14:25,42.44,21.54,59.1
2025-06-10 00:14:30,44.0,21.82,62.35
2025-06-10 00:14:35,43.96,21.94,63.1
2025-06-10 00:14:40,37.31,22.4,61.76
2025-06-10 00:14:45,41.43,21.78,62.39
2025-06-10 00:14:50,35.41,22.15,57.25
2025-06-10 00:14:55,44.42,21.94,64.65
2025-06-10 00:15:00,44.68,21.56,55.94
2025-06-10 00:15:05,42.73,21.67,60.19
2025-06-10 00:15:10,39.98,21.56,59.58
2025-06-10 00:15:15,43.76,22.24,59.29
2025-06-10 00:15:20,35.82,21.64,61.08
2025-06-10 00:15:25,36.7,22.43,59.5
2025-06-10 00:15:30,37.86,22.45,55.19
2025-06-10 00:15:35,44.17,21.72,64.48
2025-06-10 00:15:40,38.74,22.09,56.94
2025-06-10 00:15:45,44.23,22.33,58.48
2025-06-10 00:15:50,39.55,22.27,61.12
2025-06-10 00:15:55,38.89,22.3,59.82
2025-06-10 00:16:00,37.73,22.11,64.54
2025-06-10 00:16:05,42.81,21.87,57.09
2025-06-10 00:16:10,41.63,21.7,56.91
2025-06-10 00:16:15,38.07,22.13,55.72
2025-06-10 00:16:20,40.93,22.3,62.39
2025-06-10 00:16:25,39.23,22.05,59.19
2025-06-10 00:16:30,43.84,21.55,59.72
2025-06-10 00:16:35,36.24,22.47,57.23
2025-06-10 00:16:40,43.6,21.93,56.96
2025-06-10 00:16:45,44.06,22.13,62.25
2025-06-10 00:16:50,38.86,22.35,61.48
2025-06-10 00:16:55,41.13,22.44,55.89
2025-06-10 00:17:00,41.5,21.73,58.88
2025-06-10 00:17:05,44.22,22.31,63.28
2025-06-10 00:17:10,44.1,21.85,62.12
2025-06-10 00:17:15,37.1,21.62,57.52
2025-06-10 00:17:20,36.9,21.69,60.44
2025-06-10 00:17:25,44.76,21.52,55.03
2025-06-10 00:17:30,41.3,22.16,60.89
2025-06-10 00:17:35,39.63,21.7,61.84
2025-06-10 00:17:40,44.7,21.81,57.33
2025-06-10 00:17:45,35.63,22.46,61.01
2025-06-10 00:17:50,42.78,22.28,55.56
2025-06-10 00:17:55,42.12,22.42,61.6
2025-06-10 00:18:00,42.2,21.96,56.21
2025-06-10 00:18:05,35.61,22.46,55.91
2025-06-10 00:18:10,44.95,21.66,59.56
2025-06-10 00:18:15,39.61,22.04,60.18
2025-06-10 00:18:20,42.94,22.46,64.42
2025-06-10 00:18:25,41.73,22.5,62.56
2025-06-10 00:18:30,44.54,21.53,56.61
2025-06-10 00:18:35,40.44,22.24,61.0
2025-06-10 00:18:40,37.4,22.15,58.92
2025-06-10 00:18:45,40.04,21.91,56.35
2025-06-10 00:18:50,37.22,21.55,58.52
2025-06-10 00:18:55,42.12,22.14,55.78
2025-06-10 00:19:00,44.2,22.12,61.53
2025-06-10 00:19:05,38.77,22.04,63.63
2025-06-10 00:19:10,42.4,22.18,57.19
2025-06-10 00:19:15,37.36,22.16,58.89
2025-06-10 00:19:20,37.3,21.94,59.21
2025-06-10 00:19:25,38.75,22.35,56.08
2025-06-10 00:19:30,36.07,22.46,64.94
2025-06-10 00:19:35,37.49,21.88,58.45
2025-06-10 00:19:40,41.19,22.4,62.44
2025-06-10 00:19:45,43.78,21.73,63.21
2025-06-10 00:19:50,39.33,22.23,63.07
2025-06-10 00:19:55,38.35,22.1,62.97
2025-06-10 00:20:00,43.96,21.71,59.49
2025-06-10 00:20:05,39.53,21.86,58.55
2025-06-10 00:20:10,42.67,22.01,60.54
2025-06-10 00:20:15,42.07,22.38,63.3
2025-06-10 00:20:20,44.22,21.77,56.84
2025-06-10 00:20:25,43.13,21.66,56.37
2025-06-10 00:20:30,36.37,22.28,57.89
2025-06-10 00:20:35,36.22,22.34,57.73
2025-06-10 00:20:40,39.39,21.68,64.65
2025-06-10 00:20:45,40.73,21.58,63.21
2025-06-10 00:20:50,41.47,22.29,57.94
2025-06-10 00:20:55,36.11,21.64,59.54
2025-06-10 00:21:00,43.6,22.32,60.5
2025-06-10 00:21:05,40.97,22.45,60.6
2025-06-10 00:21:10,44.98,22.14,58.72
2025-06-10 00:21:15,36.17,22.14,59.5
2025-06-10 00:21:20,44.22,22.45,61.27
2025-06-10 00:21:25,35.74,21.51,62.46
2025-06-10 00:21:30,41.7,21.89,59.79
2025-06-10 00:21:35,42.34,21.68,59.17
2025-06-10 00:21:40,40.95,21.93,60.93
2025-06-10 00:21:45,36.75,22.3,60.34
2025-06-10 00:21:50,43.72,21.92,59.64
2025-06-10 00:21:55,37.49,22.35,62.93
2025-06-10 00:22:00,38.61,22.16,63.98
2025-06-10 00:22:05,35.09,22.0,57.43
2025-06-10 00:22:10,36.84,22.2,63.85
2025-06-10 00:22:15,39.32,21.85,60.94
2025-06-10 00:22:20,36.29,21.56,60.49
2025-06-10 00:22:25,36.34,21.72,59.28
2025-06-10 00:22:30,43.19,22.1,64.7
2025-06-10 00:22:35,41.82,22.03,56.73
2025-06-10 00:22:40,41.95,22.34,58.98
2025-06-10 00:22:45,40.49,21.73,60.33
2025-06-10 00:22:50,42.89,21.77,63.63
2025-06-10 00:22:55,39.88,21.74,58.57
2025-06-10 00:23:00,43.07,21.78,61.85
2025-06-10 00:23:05,42.14,22.09,63.3
2025-06-10 00:23:10,36.6,22.26,62.2
2025-06-10 00:23:15,39.52,21.74,59.62
2025-06-10 00:23:20,44.02,21.88,58.17
2025-06-10 00:23:25,43.85,22.06,58.02
2025-06-10 00:23:30,35.84,22.05,64.42
2025-06-10 00:23:35,42.63,22.06,58.74
2025-06-10 00:23:40,42.4,22.2,60.2
2025-06-10 00:23:45,44.63,22.07,63.91
2025-06-10 00:23:50,36.4,22.36,64.67
2025-06-10 00:23:55,43.79,22.08,56.35
2025-06-10 00:24:00,37.72,21.72,56.36
2025-06-10 00:24:05,36.23,22.18,58.49
2025-06-10 00:24:10,38.27,21.67,60.28
2025-06-10 00:24:15,36.93,22.11,57.1
2025-06-10 00:24:20,36.89,21.83,64.13
2025-06-10 00:24:25,43.61,21.51,56.99
2025-06-10 00:24:30,38.88,21.68,58.89
2025-06-10 00:24:35,41.38,21.59,55.35
2025-06-10 00:24:40,41.3,22.05,58.2
2025-06-10 00:24:45,35.16,21.82,62.78
2025-06-10 00:24:50,39.94,21.87,58.0
2025-06-10 00:24:55,43.1,21.77,59.05
2025-06-10 00:25:00,42.17,21.78,58.28
2025-06-10 00:25:05,41.91,21.96,57.93
2025-06-10 00:25:10,44.74,21.6,61.81
2025-06-10 00:25:15,39.28,21.89,63.53
2025-06-10 00:25:20,38.57,21.54,56.19
2025-06-10 00:25:25,37.26,21.95,64.39
2025-06-10 00:25:30,44.2,21.57,64.14
2025-06-10 00:25:35,40.01,22.5,59.36
2025-06-10 00:25:40,36.74,22.07,63.84
2025-06-10 00:25:45,43.23,21.77,63.08
2025-06-10 00:25:50,37.29,22.06,57.91
2025-06-10 00:25:55,42.61,21.59,57.31
2025-06-10 00:26:00,43.1,21.78,58.99
2025-06-10 00:26:05,37.66,21.61,63.04
2025-06-10 00:26:10,38.71,22.01,57.05
2025-06-10 00:26:15,38.68,21.8,56.76
2025-06-10 00:26:20,36.12,21.81,58.73
2025-06-10 00:26:25,35.43,22.16,58.82
2025-06-10 00:26:30,37.19,22.48,57.75
2025-06-10 00:26:35,40.76,22.36,59.28
2025-06-10 00:26:40,40.57,22.04,56.63
2025-06-10 00:26:45,40.71,21.79,63.84
2025-06-10 00:26:50,40.68,22.05,64.33
2025-06-10 00:26:55,41.84,22.46,57.94
2025-06-10 00:27:00,35.59,21.96,60.15
2025-06-10 00:27:05,42.81,21.77,61.13
2025-06-10 00:27:10,36.7,22.46,55.76
2025-06-10 00:27:15,39.36,21.64,57.37
2025-06-10 00:27:20,40.95,21.99,64.74
2025-06-10 00:27:25,42.57,21.58,55.26
2025-06-10 00:27:30,39.41,22.26,61.32
2025-06-10 00:27:35,40.05,22.19,63.63
2025-06-10 00:27:40,36.04,22.37,59.6
2025-06-10 00:27:45,37.4,22.49,59.95
2025-06-10 00:27:50,39.97,21.52,60.82
2025-06-10 00:27:55,44.06,22.18,62.69
2025-06-10 00:28:00,44.27,21.97,55.77
2025-06-10 00:28:05,39.0,21.62,63.83
2025-06-10 00:28:10,38.13,21.6,55.61
2025-06-10 00:28:15,39.87,21.61,59.74
2025-06-10 00:28:20,38.02,21.89,57.16
2025-06-10 00:28:25,36.58,21.62,62.38
2025-06-10 00:28:30,43.04,22.06,59.64
2025-06-10 00:28:35,41.79,21.94,63.63
2025-06-10 00:28:40,38.91,21.51,60.3
2025-06-10 00:28:45,35.72,22.28,58.14
2025-06-10 00:28:50,40.03,21.96,59.78
2025-06-10 00:28:55,35.41,22.08,62.42
2025-06-10 00:29:00,39.64,22.22,63.78
2025-06-10 00:29:05,36.96,21.93,62.2
2025-06-10 00:29:10,35.83,21.65,57.15
2025-06-10 00:29:15,42.39,21.91,59.34
2025-06-10 00:29:20,36.28,21.94,56.06
2025-06-10 00:29:25,44.86,21.95,64.38
2025-06-10 00:29:30,44.06,22.27,57.19
2025-06-10 00:29:35,36.53,22.24,61.17
2025-06-10 00:29:40,36.49,21.83,60.54
2025-06-10 00:29:45,37.66,22.08,56.03
2025-06-10 00:29:50,36.23,21.84,64.62
2025-06-10 00:29:55,41.01,22.31,63.11
2025-06-10 00:30:00,41.67,21.79,63.66
2025-06-10 00:30:05,39.49,22.39,63.57
2025-06-10 00:30:10,37.87,22.17,63.84
2025-06-10 00:30:15,39.1,22.42,59.79
2025-06-10 00:30:20,37.14,22.33,57.73
2025-06-10 00:30:25,35.3,21.58,57.95
2025-06-10 00:30:30,38.79,22.28,57.12
2025-06-10 00:30:35,36.23,22.1,62.65
2025-06-10 00:30:40,35.8,22.0,56.81
2025-06-10 00:30:45,39.96,22.46,56.66
2025-06-10 00:30:50,36.46,21.6,58.52
2025-06-10 00:30:55,35.46,22.29,58.6
2025-06-10 00:31:00,41.39,22.26,63.18
2025-06-10 00:31:05,36.25,22.09,63.3
2025-06-10 00:31:10,39.88,21.79,55.8
2025-06-10 00:31:15,37.7,21.94,57.2
2025-06-10 00:31:20,37.68,21.92,64.61
2025-06-10 00:31:25,38.39,22.11,60.06
2025-06-10 00:31:30,38.23,21.58,62.62
2025-06-10 00:31:35,37.8,22.19,61.06
2025-06-10 00:31:40,43.48,22.43,61.52
2025-06-10 00:31:45,41.04,22.15,60.06
2025-06-10 00:31:50,41.23,22.02,59.11
2025-06-10 00:31:55,35.55,21.66,61.04
2025-06-10 00:32:00,36.99,22.37,57.55
2025-06-10 00:32:05,35.89,21.79,55.86
2025-06-10 00:32:10,40.13,21.64,64.62
2025-06-10 00:32:15,41.68,21.76,59.54
2025-06-10 00:32:20,41.98,22.05,61.99
2025-06-10 00:32:25,39.61,22.33,61.25
2025-06-10 00:32:30,39.91,21.84,55.16
2025-06-10 00:32:35,38.88,21.78,61.99
2025-06-10 00:32:40,44.84,21.81,56.33
2025-06-10 00:32:45,44.82,22.21,60.87
2025-06-10 00:32:50,42.81,21.9,60.95
2025-06-10 00:32:55,39.16,21.55,57.17
2025-06-10 00:33:00,36.27,22.13,61.67
2025-06-10 00:33:05,38.45,22.28,64.12
2025-06-10 00:33:10,43.68,21.78,60.56
2025-06-10 00:33:15,44.84,21.59,64.67
2025-06-10 00:33:20,39.67,22.48,57.89
2025-06-10 00:33:25,40.52,21.85,58.78
2025-06-10 00:33:30,37.45,21.82,60.49
2025-06-10 00:33:35,44.19,21.55,56.86
2025-06-10 00:33:40,36.95,21.99,55.67
2025-06-10 00:33:45,43.17,21.6,58.89
2025-06-10 00:33:50,37.25,22.25,58.75
2025-06-10 00:33:55,35.25,22.3,60.01
2025-06-10 00:34:00,43.53,21.76,61.14
2025-06-10 00:34:05,44.74,21.79,57.25
2025-06-10 00:34:10,35.57,22.5,64.68
2025-06-10 00:34:15,42.34,21.68,57.19
2025-06-10 00:34:20,37.24,21.56,55.93
2025-06-10 00:34:25,35.59,21.94,63.91
2025-06-10 00:34:30,40.12,21.91,62.97
2025-06-10 00:34:35,38.35,21.66,56.99
2025-06-10 00:34:40,36.9,22.17,56.0
2025-06-10 00:34:45,35.18,22.44,56.46
2025-06-10 00:34:50,37.92,22.06,63.76
2025-06-10 00:34:55,43.2,22.02,59.52
2025-06-10 00:35:00,35.82,22.38,59.67
2025-06-10 00:35:05,37.47,22.12,55.32
2025-06-10 00:35:10,42.69,21.57,63.77
2025-06-10 00:35:15,42.26,22.04,60.88
2025-06-10 00:35:20,41.24,22.19,59.07
2025-06-10 00:35:25,35.62,22.42,62.03
2025-06-10 00:35:30,41.83,21.81,60.75
2025-06-10 00:35:35,40.62,22.12,61.78
2025-06-10 00:35:40,36.57,22.11,60.97
2025-06-10 00:35:45,36.01,22.13,58.59
2025-06-10 00:35:50,44.95,22.22,61.58
2025-06-10 00:35:55,39.13,21.88,59.94
2025-06-10 00:36:00,40.71,22.05,60.75
2025-06-10 00:36:05,39.54,22.0,56.0
2025-06-10 00:36:10,44.02,21.64,63.97
2025-06-10 00:36:15,36.76,21.84,63.3
2025-06-10 00:36:20,35.96,21.7,63.54
2025-06-10 00:36:25,37.41,21.83,57.52
2025-06-10 00:36:30,41.22,21.82,63.11
2025-06-10 00:36:35,37.45,21.87,58.96
2025-06-10 00:36:40,41.27,22.27,56.13
2025-06-10 00:36:45,40.87,22.27,57.65
2025-06-10 00:36:50,36.3,22.27,56.82
2025-06-10 00:36:55,43.17,21.7,55.21
2025-06-10 00:37:00,38.98,21.88,61.16
2025-06-10 00:37:05,36.87,21.53,58.7
2025-06-10 00:37:10,43.33,21.68,57.07
2025-06-10 00:37:15,43.16,21.83,58.4
2025-06-10 00:37:20,35.05,22.12,64.94
2025-06-10 00:37:25,39.71,21.93,58.8
2025-06-10 00:37:30,37.41,21.75,59.62
2025-06-10 00:37:35,37.54,21.95,60.94
2025-06-10 00:37:40,43.5,22.42,61.84
2025-06-10 00:37:45,43.05,22.03,55.54
2025-06-10 00:37:50,36.49,22.4,56.55
2025-06-10 00:37:55,37.45,21.52,61.63
2025-06-10 00:38:00,36.45,21.71,62.66
2025-06-10 00:38:05,42.72,21.52,62.83
2025-06-10 00:38:10,37.88,22.5,65.0
2025-06-10 00:38:15,37.82,22.13,58.91
2025-06-10 00:38:20,39.92,21.9,64.87
2025-06-10 00:38:25,37.91,22.05,56.81
2025-06-10 00:38:30,36.43,21.79,60.25
2025-06-10 00:38:35,38.7,22.45,58.64
2025-06-10 00:38:40,36.43,22.42,64.63
2025-06-10 00:38:45,41.79,21.5,55.45
2025-06-10 00:38:50,42.02,22.28,60.23
2025-06-10 00:38:55,41.21,21.61,64.43
2025-06-10 00:39:00,39.46,21.57,55.18
2025-06-10 00:39:05,36.46,22.25,61.26
2025-06-10 00:39:10,35.79,21.74,55.32
2025-06-10 00:39:15,38.2,21.52,59.32
2025-06-10 00:39:20,35.26,21.66,56.55
2025-06-10 00:39:25,41.19,21.85,58.31
2025-06-10 00:39:30,40.23,21.84,62.68
2025-06-10 00:39:35,38.22,21.52,55.21
2025-06-10 00:39:40,37.76,21.66,59.23
2025-06-10 00:39:45,43.78,22.27,55.05
2025-06-10 00:39:50,38.66,22.14,59.65
2025-06-10 00:39:55,42.17,21.71,61.93
2025-06-10 00:40:00,37.62,21.61,64.15
2025-06-10 00:40:05,39.94,22.12,60.35
2025-06-10 00:40:10,35.94,21.79,57.97
2025-06-10 00:40:15,44.71,22.31,63.26
2025-06-10 00:40:20,36.58,22.43,56.15
2025-06-10 00:40:25,36.24,21.61,59.56
2025-06-10 00:40:30,38.37,22.22,57.75
2025-06-10 00:40:35,42.72,21.86,59.72
2025-06-10 00:40:40,39.28,22.22,57.39
2025-06-10 00:40:45,44.07,21.55,62.9
2025-06-10 00:40:50,44.35,22.04,60.14
2025-06-10 00:40:55,42.71,22.32,57.18
2025-06-10 00:41:00,43.88,22.48,63.29
2025-06-10 00:41:05,41.03,22.41,64.42
2025-06-10 00:41:10,36.86,22.07,63.23
2025-06-10 00:41:15,39.71,22.13,58.88
2025-06-10 00:41:20,42.59,21.74,60.63
2025-06-10 00:41:25,40.4,22.02,62.95
2025-06-10 00:41:30,41.42,21.81,57.69
2025-06-10 00:41:35,42.8,21.7,59.81
2025-06-10 00:41:40,35.05,21.54,59.54
2025-06-10 00:41:45,40.64,22.47,62.16
2025-06-10 00:41:50,42.74,22.13,56.38
2025-06-10 00:41:55,41.96,21.74,63.83
2025-06-10 00:42:00,40.22,21.97,57.38
2025-06-10 00:42:05,38.54,21.56,59.65
2025-06-10 00:42:10,43.61,22.37,62.76
2025-06-10 00:42:15,40.11,21.74,58.55
2025-06-10 00:42:20,35.36,22.43,55.69
2025-06-10 00:42:25,38.13,21.74,55.69
2025-06-10 00:42:30,42.73,22.42,60.53
2025-06-10 00:42:35,42.67,22.5,59.85
2025-06-10 00:42:40,37.67,21.77,62.59
2025-06-10 00:42:45,40.93,22.1,59.07
2025-06-10 00:42:50,36.89,21.99,63.09
2025-06-10 00:42:55,36.18,22.18,55.56
2025-06-10 00:43:00,44.27,22.22,57.43
2025-06-10 00:43:05,44.27,22.04,59.06
2025-06-10 00:43:10,42.52,21.65,61.03
2025-06-10 00:43:15,42.56,21.91,64.93
2025-06-10 00:43:20,40.61,21.87,59.34
2025-06-10 00:43:25,39.37,21.96,63.91
2025-06-10 00:43:30,44.7,21.67,63.31
2025-06-10 00:43:35,40.93,22.27,55.69
2025-06-10 00:43:40,43.73,22.11,62.33
2025-06-10 00:43:45,44.43,22.43,61.2
2025-06-10 00:43:50,42.73,22.11,64.28
2025-06-10 00:43:55,44.59,22.46,62.25
2025-06-10 00:44:00,36.74,22.25,59.51
2025-06-10 00:44:05,43.28,22.0,59.31
2025-06-10 00:44:10,41.7,21.78,61.94
2025-06-10 00:44:15,39.12,22.26,57.75
2025-06-10 00:44:20,42.88,22.15,55.74
2025-06-10 00:44:25,36.07,22.5,59.05
2025-06-10 00:44:30,41.42,21.53,59.01
2025-06-10 00:44:35,43.97,21.62,58.83
2025-06-10 00:44:40,36.18,22.16,64.64
2025-06-10 00:44:45,43.49,22.19,56.53
2025-06-10 00:44:50,37.45,21.91,63.06
2025-06-10 00:44:55,44.3,21.79,56.69
2025-06-10 00:45:00,37.74,22.37,55.59
2025-06-10 00:45:05,42.42,21.51,61.54
2025-06-10 00:45:10,42.08,22.22,58.5
2025-06-10 00:45:15,40.05,21.67,63.03
2025-06-10 00:45:20,42.21,22.1,62.59
2025-06-10 00:45:25,40.0,21.94,57.24
2025-06-10 00:45:30,44.22,21.99,60.39
2025-06-10 00:45:35,42.86,22.22,56.22
2025-06-10 00:45:40,35.06,22.42,64.56
2025-06-10 00:45:45,42.96,21.68,61.09
2025-06-10 00:45:50,38.1,21.51,59.02
2025-06-10 00:45:55,41.32,22.33,61.41
2025-06-10 00:46:00,44.14,21.66,61.31
2025-06-10 00:46:05,42.7,21.55,59.02
2025-06-10 00:46:10,37.78,22.22,56.25
2025-06-10 00:46:15,38.06,21.86,63.76
2025-06-10 00:46:20,40.45,21.84,60.71
2025-06-10 00:46:25,35.9,22.28,56.51
